Date,EM (EMERGING MARKETS)
2001-04-26,101.52732648188481
2001-04-27,103.02867242725596
2001-04-30,105.00410453903586
2001-05-01,104.44570162071047
2001-05-02,105.51027008133754
2001-05-03,105.39315719414792
2001-05-04,104.6346192739865
2001-05-07,105.28505089132516
2001-05-08,105.54876901219883
2001-05-09,105.61441632910137
2001-05-10,105.70663730250399
2001-05-11,106.17391801529185
2001-05-14,105.22446612912347
2001-05-15,104.16819414621341
2001-05-16,104.00501266484756
2001-05-17,107.25615004375716
2001-05-18,108.26566955603471
2001-05-21,109.11732258481354
2001-05-22,110.75519536166884
2001-05-23,111.91975264958162
2001-05-24,111.9479304922952
2001-05-25,111.5255613918284
2001-05-28,111.06083731803517
2001-05-29,111.56678216239625
2001-05-30,110.04321592665265
2001-05-31,111.10165335171698
2001-06-01,110.88407027068465
2001-06-04,111.09132676042191
2001-06-05,110.62246008268025
2001-06-06,111.29785076924513
2001-06-07,111.06952764965776
2001-06-08,112.42513716101878
2001-06-11,112.69196861134203
2001-06-12,111.35942519369367
2001-06-13,110.86516267340527
2001-06-14,109.33041930541295
2001-06-15,108.19294136419528
2001-06-18,106.19327943594394
2001-06-19,106.66565768312813
2001-06-20,106.99854252886739
2001-06-21,107.65199376094405
2001-06-22,107.79157875496792
2001-06-25,106.81292747279558
2001-06-26,106.3097552976317
2001-06-27,106.66826923767945
2001-06-28,107.44530108336329
2001-06-29,108.91625421211467
2001-07-02,109.24992407237096
2001-07-03,108.29679759107596
2001-07-04,107.53917787134272
2001-07-05,108.06528594551051
2001-07-06,105.40175583777433
2001-07-09,104.11633299684871
2001-07-10,102.63269260624779
2001-07-11,99.91174485314205
2001-07-12,101.82886391443435
2001-07-13,101.36506815552265
2001-07-16,100.07868215388817
2001-07-17,100.5215614931339
2001-07-18,97.64926966106462
2001-07-19,98.01845931728442
2001-07-20,97.56834895373531
2001-07-23,98.07402905866587
2001-07-24,96.72340273112835
2001-07-25,96.26432826915733
2001-07-26,97.48117558888596
2001-07-27,98.29005134280062
2001-07-30,98.35589817221162
2001-07-31,98.67503995893938
2001-08-01,98.80271691013434
2001-08-02,99.6398297449797
2001-08-03,99.19669337463421
2001-08-06,99.10682453073485
2001-08-07,98.8952723213202
2001-08-08,99.05786519692708
2001-08-09,96.81806078675208
2001-08-10,96.48006319558979
2001-08-13,96.51483675758101
2001-08-14,97.6167041510864
2001-08-15,96.08577607988047
2001-08-16,95.689110944425
2001-08-17,93.88636212566527
2001-08-20,93.35953448667284
2001-08-21,93.43874312635239
2001-08-22,92.9048217888862
2001-08-23,93.61011451225814
2001-08-24,93.76975336682968
2001-08-27,95.29263973167376
2001-08-28,94.9931616519594
2001-08-29,95.06370965144578
2001-08-30,94.62081256700118
2001-08-31,94.09376734165285
2001-09-03,93.42036741211206
2001-09-04,95.60367256165381
2001-09-05,95.18389218127555
2001-09-06,93.68475803080777
2001-09-07,92.07841853315954
2001-09-10,91.70587045333833
2001-09-11,87.90974092742141
2001-09-12,85.77153285237749
2001-09-13,84.43212879043607
2001-09-14,81.29983783057713
2001-09-17,80.06658379155083
2001-09-18,80.28376807658688
2001-09-19,80.2137719985218
2001-09-20,78.14444735146645
2001-09-21,76.99899527542257
2001-09-24,77.93393038212433
2001-09-25,76.92503042397531
2001-09-26,77.18613455309486
2001-09-27,77.26579485786351
2001-09-28,79.31157923061397
2001-10-01,78.53595937726257
2001-10-02,77.89338384616507
2001-10-03,77.13628221371445
2001-10-04,79.26713687341812
2001-10-05,79.0577254431131
2001-10-08,78.13164320108461
2001-10-09,79.55701546738118
2001-10-10,81.08824540554274
2001-10-11,84.18296027328047
2001-10-12,83.38796899171713
2001-10-15,82.9088961218952
2001-10-16,83.56137679198726
2001-10-17,84.43351367025326
2001-10-18,83.84281290910253
2001-10-19,84.56347430002812
2001-10-22,85.45375269057473
2001-10-23,86.38902406093234
2001-10-24,87.11595575291406
2001-10-25,86.6468361676131
2001-10-26,87.47473631054599
2001-10-29,86.0625453545189
2001-10-30,84.0171635357183
2001-10-31,85.16543265240186
2001-11-01,85.02147478677531
2001-11-02,85.82674414392751
2001-11-05,88.1411757021199
2001-11-06,88.40710567591428
2001-11-07,87.95883612507059
2001-11-08,89.84064802665068
2001-11-09,90.08861029613837
2001-11-12,89.87579918806306
2001-11-13,92.34814791184127
2001-11-14,93.632712072676
2001-11-15,95.09925325405189
2001-11-16,94.71322011132246
2001-11-19,96.9886612773194
2001-11-20,95.35155598738775
2001-11-21,96.12059824114091
2001-11-22,96.25632495119477
2001-11-23,97.6735443028407
2001-11-26,99.15655937168741
2001-11-27,98.47686991676714
2001-11-28,95.85210384122749
2001-11-29,95.10801217457951
2001-11-30,94.61252991581462
2001-12-03,96.40448695753405
2001-12-04,97.34229643740584
2001-12-05,100.581463867121
2001-12-06,101.80163453624007
2001-12-07,102.47557834365847
2001-12-10,101.67166059635463
2001-12-11,101.1087445333149
2001-12-12,101.60115449462214
2001-12-13,99.6454846016729
2001-12-14,98.54351319362301
2001-12-17,98.23462599352648
2001-12-18,98.51315058090341
2001-12-19,98.73021671492504
2001-12-20,98.91759176770739
2001-12-21,99.15241921106785
2001-12-24,100.72525860979911
2001-12-25,101.24931038945066
2001-12-26,101.41657717651906
2001-12-27,101.24653561833611
2001-12-28,102.96638653976613
2001-12-31,102.6840431627873
2002-01-01,102.70092371303394
2002-01-02,102.6066900721422
2002-01-03,104.37419973371676
2002-01-04,107.11643515112559
2002-01-07,108.38594871110243
2002-01-08,107.78031742949877
2002-01-09,108.04178085854684
2002-01-10,105.89062615777708
2002-01-11,105.44367401195565
2002-01-14,104.91038210420982
2002-01-15,104.25163252147242
2002-01-16,104.02131269648318
2002-01-17,105.07837319702762
2002-01-18,104.59613019411938
2002-01-21,105.41084878947044
2002-01-22,105.25692173239166
2002-01-23,105.94235698683974
2002-01-24,107.11315454933239
2002-01-25,109.51198502125972
2002-01-28,110.3200781167841
2002-01-29,109.65327623768466
2002-01-30,108.05638798495538
2002-01-31,109.7864915425345
2002-02-01,109.52875888092196
2002-02-04,108.34313923465571
2002-02-05,108.19687913167958
2002-02-06,108.69516438110132
2002-02-07,107.53881181179973
2002-02-08,107.41409880506612
2002-02-11,106.58332026137433
2002-02-12,107.16645206491641
2002-02-13,108.35674068941701
2002-02-14,110.95394319000933
2002-02-15,110.46127690871332
2002-02-18,110.86718459256964
2002-02-19,109.20410273336712
2002-02-20,108.30217179763952
2002-02-21,108.3842266182208
2002-02-22,107.51595729495388
2002-02-25,108.481765606916
2002-02-26,109.3413943934136
2002-02-27,111.91473526615117
2002-02-28,111.03692777121937
2002-03-01,112.27032022726895
2002-03-04,114.39120185353491
2002-03-05,115.01020309934192
2002-03-06,114.80834796905022
2002-03-07,113.74607045531513
2002-03-08,114.29720263634353
2002-03-11,114.91989428169431
2002-03-12,115.36839463525257
2002-03-13,114.68461935564557
2002-03-14,113.82278082965104
2002-03-15,113.45393140615906
2002-03-18,114.42912889989877
2002-03-19,114.67174024930921
2002-03-20,114.6613104332938
2002-03-21,114.80006000444739
2002-03-22,115.60238854552523
2002-03-25,114.97068291215773
2002-03-26,115.18871479880703
2002-03-27,116.4032061643847
2002-03-28,116.69454352881725
2002-03-29,116.68328042511905
2002-04-01,115.35529057793745
2002-04-02,116.23431968854462
2002-04-03,116.21532519383723
2002-04-04,115.77823968671213
2002-04-05,116.896485107932
2002-04-08,116.59104801000429
2002-04-09,116.0083272561066
2002-04-10,115.60180350265848
2002-04-11,115.16183272357254
2002-04-12,116.141155566562
2002-04-15,116.73265828932195
2002-04-16,117.35259788388072
2002-04-17,118.94502775937717
2002-04-18,118.59166554471108
2002-04-19,118.60741685577177
2002-04-22,118.67868153273172
2002-04-23,118.67201758856135
2002-04-24,118.26361252098182
2002-04-25,115.71436612640623
2002-04-26,115.67954187044383
2002-04-29,113.71695657174737
2002-04-30,113.69091096172416
2002-05-01,113.02422640554343
2002-05-02,113.53079234316115
2002-05-03,112.65050287024798
2002-05-06,110.74370450230862
2002-05-07,111.27070455981652
2002-05-08,113.27568974841972
2002-05-09,112.60451211918749
2002-05-10,111.19743492795675
2002-05-13,111.48449428378555
2002-05-14,113.70250245956441
2002-05-15,114.31818165778041
2002-05-16,114.26990800735537
2002-05-17,113.9236856172018
2002-05-20,113.02577434058762
2002-05-21,111.91203765900525
2002-05-22,111.68101566980474
2002-05-23,111.51527608819474
2002-05-24,112.40599072738632
2002-05-27,112.68572747291465
2002-05-28,111.25489681512316
2002-05-29,110.27349062649473
2002-05-30,108.95528298308196
2002-05-31,107.88356418461538
2002-06-03,108.00861093659015
2002-06-04,107.40903474008978
2002-06-05,107.57079845933856
2002-06-06,106.3001225637131
2002-06-07,104.81520193368414
2002-06-10,105.72585097659764
2002-06-11,105.47973207656914
2002-06-12,104.43940050147302
2002-06-13,104.57230314725903
2002-06-14,103.22999034281668
2002-06-17,103.4270988666646
2002-06-18,103.21612224354382
2002-06-19,100.1955141413923
2002-06-20,98.55589068178875
2002-06-21,97.43064456529989
2002-06-24,95.80454600711913
2002-06-25,96.28963583492244
2002-06-26,91.04956528624811
2002-06-27,92.93052701792118
2002-06-28,94.37164057698347
2002-07-01,94.11412750187408
2002-07-02,93.71839327824516
2002-07-03,94.14964377571789
2002-07-04,95.62219667643222
2002-07-05,97.75592202625589
2002-07-08,96.9770824441105
2002-07-09,97.28821272517779
2002-07-10,96.81869506559188
2002-07-11,94.77514883321855
2002-07-12,96.80895507784858
2002-07-15,94.55035797513713
2002-07-16,93.4093950574754
2002-07-17,94.08851606874038
2002-07-18,94.43508003631375
2002-07-19,92.43736008794679
2002-07-22,90.1066531105342
2002-07-23,91.33118284745352
2002-07-24,88.81780716986256
2002-07-25,88.13710879081998
2002-07-26,86.35849249386874
2002-07-29,87.67556041143892
2002-07-30,88.26330534729655
2002-07-31,87.7972655246417
2002-08-01,87.28525159005564
2002-08-02,86.97587199026623
2002-08-05,83.70208385506751
2002-08-06,85.13728616522374
2002-08-07,86.56565145729746
2002-08-08,87.91830448784019
2002-08-09,87.98709517992056
2002-08-12,87.27257574318641
2002-08-13,87.34178508665292
2002-08-14,87.29364515200437
2002-08-15,88.45548394048102
2002-08-16,88.57645360079496
2002-08-19,89.41186174031617
2002-08-20,90.10195438852564
2002-08-21,90.12401425236237
2002-08-22,91.11212244899735
2002-08-23,90.63882882929566
2002-08-26,90.46918826853216
2002-08-27,89.89539536981972
2002-08-28,88.7865218914428
2002-08-29,88.08452231430024
2002-08-30,89.11216840775737
2002-09-02,88.7018263864147
2002-09-03,86.1891826467267
2002-09-04,85.74490064239605
2002-09-05,85.39347079245411
2002-09-06,85.85158568872274
2002-09-09,86.53791510884717
2002-09-10,88.68279065218951
2002-09-11,89.62097907852124
2002-09-12,89.22976106446546
2002-09-13,87.47449361721624
2002-09-16,86.43313885926945
2002-09-17,88.08648289552295
2002-09-18,85.26819879057605
2002-09-19,84.101045084564
2002-09-20,83.75988057593077
2002-09-23,81.79256117089757
2002-09-24,81.30757220170345
2002-09-25,80.66522616986727
2002-09-26,81.66353159267197
2002-09-27,81.27654568266497
2002-09-30,78.88737866042153
2002-10-01,80.05162311774471
2002-10-02,80.225594279694
2002-10-03,79.72245037785069
2002-10-04,80.42981253685795
2002-10-07,78.36651642723636
2002-10-08,78.7929459244722
2002-10-09,77.05204584291299
2002-10-10,75.81388275608498
2002-10-11,76.11751595094164
2002-10-14,76.75853700001235
2002-10-15,79.15201400086298
2002-10-16,79.8634803711834
2002-10-17,81.99516522785615
2002-10-18,83.53828087561936
2002-10-21,83.1212682298135
2002-10-22,82.22814957429686
2002-10-23,84.09913191943542
2002-10-24,84.2483939674587
2002-10-25,83.99607060585052
2002-10-28,84.57196180633584
2002-10-29,83.39655986073888
2002-10-30,83.27576074062397
2002-10-31,83.8387247056361
2002-11-01,83.00633397486352
2002-11-04,84.759987970243
2002-11-05,83.97787838389378
2002-11-06,85.27120030437258
2002-11-07,85.02034492528858
2002-11-08,84.75587106382582
2002-11-11,83.78229283214472
2002-11-12,83.36113021867247
2002-11-13,83.30485913481388
2002-11-14,83.92837587604794
2002-11-15,85.25654983699765
2002-11-18,85.42358802170523
2002-11-19,84.51519767509335
2002-11-20,85.20227128204957
2002-11-21,86.68239416163355
2002-11-22,87.34109941938624
2002-11-25,88.55564167324414
2002-11-26,87.87884122296566
2002-11-27,88.4760759414365
2002-11-28,88.49240374801758
2002-11-29,89.20752856572972
2002-12-02,89.86898903904398
2002-12-03,89.7238687618513
2002-12-04,88.1376501601413
2002-12-05,88.06531325179013
2002-12-06,87.15932990470237
2002-12-09,87.39160796403455
2002-12-10,86.55334078368563
2002-12-11,86.44556675392934
2002-12-12,86.41427626016242
2002-12-13,85.77721279313396
2002-12-16,85.61077120489773
2002-12-17,85.5108135967707
2002-12-18,85.5984384886269
2002-12-19,85.9245401491519
2002-12-20,86.33079619278253
2002-12-23,85.58145783966306
2002-12-24,84.62848825492021
2002-12-25,84.53263332031277
2002-12-26,84.49368486476433
2002-12-27,83.5340064832951
2002-12-30,82.03065397637711
2002-12-31,81.74901012302736
2003-01-01,81.77991019545564
2003-01-02,83.31987093998752
2003-01-03,84.6281951395201
2003-01-06,85.08037747351297
2003-01-07,84.93812055531818
2003-01-08,85.4660024129479
2003-01-09,84.54112360937329
2003-01-10,84.52761022338287
2003-01-13,85.5473368991931
2003-01-14,85.3910783139523
2003-01-15,85.51092647737426
2003-01-16,85.05087395326952
2003-01-17,83.2920667743425
2003-01-20,82.88785894274358
2003-01-21,82.1315658671689
2003-01-22,81.31003996304078
2003-01-23,81.36791650697033
2003-01-24,79.89845181425113
2003-01-27,78.42022202890494
2003-01-28,78.72426979121157
2003-01-29,78.20640105122078
2003-01-30,79.26194937704456
2003-01-31,79.56154633535013
2003-02-03,79.96471879324338
2003-02-04,78.90541063055358
2003-02-05,79.15024793035624
2003-02-06,78.13662525158591
2003-02-07,77.35011539997095
2003-02-10,77.05946309712137
2003-02-11,77.75550372683935
2003-02-12,77.89985866327702
2003-02-13,76.03204912881847
2003-02-14,76.25543240543415
2003-02-17,78.61528350314275
2003-02-18,79.12676062314989
2003-02-19,78.34424482155916
2003-02-20,77.95143506203034
2003-02-21,78.22761809296026
2003-02-24,78.86377031247135
2003-02-25,77.46690647525539
2003-02-26,76.98996648954177
2003-02-27,77.32536241999573
2003-02-28,77.01700554814884
2003-03-03,77.47046024087653
2003-03-04,76.20077719696764
2003-03-05,74.81252831704904
2003-03-06,74.2609180300909
2003-03-07,73.37828286374896
2003-03-10,72.63432848857641
2003-03-11,72.11193944786193
2003-03-12,72.33612560940247
2003-03-13,73.96093148799307
2003-03-14,75.60130395518655
2003-03-17,74.63402863387876
2003-03-18,76.99481816456385
2003-03-19,77.30057676021781
2003-03-20,78.32346814056396
2003-03-21,79.1889100081953
2003-03-24,77.53124584001064
2003-03-25,76.95242214433678
2003-03-26,77.27183266644674
2003-03-27,76.60451523852336
2003-03-28,76.37657049664851
2003-03-31,73.89901047303167
2003-04-01,74.39197628225847
2003-04-02,75.85263712770426
2003-04-03,76.68654795045244
2003-04-04,77.86332560895374
2003-04-07,80.17607665351565
2003-04-08,79.46858489665755
2003-04-09,78.66554345595034
2003-04-10,77.78355947923937
2003-04-11,78.56462238892273
2003-04-14,78.8082215467276
2003-04-15,80.03267450386912
2003-04-16,80.55119319994549
2003-04-17,80.24474872407345
2003-04-18,81.012945667295
2003-04-21,81.39393009171933
2003-04-22,79.68206991667546
2003-04-23,79.87025383721311
2003-04-24,78.24951705830249
2003-04-25,77.10492333627832
2003-04-28,77.78664698037083
2003-04-29,79.36759396389724
2003-04-30,78.68269001025877
2003-05-01,77.99861433483815
2003-05-02,78.68691141579015
2003-05-05,79.01945267041866
2003-05-06,78.55449100018754
2003-05-07,79.25130118156092
2003-05-08,78.0711173297354
2003-05-09,78.40763166821228
2003-05-12,78.90151158943786
2003-05-13,79.0938016270087
2003-05-14,79.07611509734178
2003-05-15,79.33162205920351
2003-05-16,78.24776730267179
2003-05-19,76.63191476817956
2003-05-20,76.6858261855219
2003-05-21,76.5013138516299
2003-05-22,77.08392742518889
2003-05-23,77.67323859086757
2003-05-26,78.07936491331365
2003-05-27,77.62833628945769
2003-05-28,79.4767990121589
2003-05-29,79.3958122614183
2003-05-30,79.99657887987172
2003-06-02,81.3255299454646
2003-06-03,81.02490204007395
2003-06-04,81.72866097318776
2003-06-05,81.27957707067921
2003-06-06,82.78105688373145
2003-06-09,82.6640512646002
2003-06-10,83.03735847064839
2003-06-11,82.598969324778
2003-06-12,83.71467331264026
2003-06-13,83.5283413190216
2003-06-16,83.50463989064524
2003-06-17,85.3054535890464
2003-06-18,85.70730476853154
2003-06-19,86.20016659265953
2003-06-20,86.40897411860072
2003-06-23,85.90826246093714
2003-06-24,85.48978459848091
2003-06-25,85.89666560426826
2003-06-26,86.77957203238664
2003-06-27,87.22811664630089
2003-06-30,86.57753910330686
2003-07-01,86.79909332510022
2003-07-02,88.59707073404635
2003-07-03,89.05913486170412
2003-07-04,89.7604830416208
2003-07-07,92.19786811130167
2003-07-08,93.05031246602884
2003-07-09,92.34763612154701
2003-07-10,91.42899755368038
2003-07-11,91.6555462655612
2003-07-14,93.72852928504886
2003-07-15,93.68339522894351
2003-07-16,93.47057019704948
2003-07-17,92.62153042838203
2003-07-18,91.93663998729973
2003-07-21,90.82311195069245
2003-07-22,90.92104842121765
2003-07-23,90.02771488242601
2003-07-24,90.62270782512654
2003-07-25,90.9199891219801
2003-07-28,92.3907505848591
2003-07-29,91.98774149101276
2003-07-30,92.37192994797317
2003-07-31,93.82443115378878
2003-08-01,94.00768994298565
2003-08-04,92.98450711823413
2003-08-05,92.44223493094158
2003-08-06,91.39949658726336
2003-08-07,91.8513631661917
2003-08-08,92.49786646462213
2003-08-11,93.20948199865165
2003-08-12,93.57669608892601
2003-08-13,94.81367661486097
2003-08-14,96.03417769398312
2003-08-15,96.44688508549305
2003-08-18,97.962576896288
2003-08-19,98.96612133885742
2003-08-20,98.81984218550092
2003-08-21,101.61583745105634
2003-08-22,102.98284834342142
2003-08-25,102.18420299164431
2003-08-26,101.80225137806278
2003-08-27,102.17186764535634
2003-08-28,102.1961447581513
2003-08-29,102.62372335142976
2003-09-01,103.61786080623577
2003-09-02,104.59216769626983
2003-09-03,105.78696683164134
2003-09-04,105.40758995632585
2003-09-05,104.69012599608001
2003-09-08,104.42193309959109
2003-09-09,103.30497160593845
2003-09-10,102.72435596069603
2003-09-11,103.09943970926312
2003-09-12,102.0355371395846
2003-09-15,101.16804500059438
2003-09-16,102.9822736091657
2003-09-17,102.85920722465396
2003-09-18,102.50727489375905
2003-09-19,101.37207133020733
2003-09-22,99.1849324526395
2003-09-23,99.5559330161754
2003-09-24,100.42814218009781
2003-09-25,99.02765397644896
2003-09-26,98.66014698238203
2003-09-29,98.20688203184628
2003-09-30,97.45498791127368
2003-10-01,97.9166691311805
2003-10-02,99.52061129727586
2003-10-03,100.91053086775713
2003-10-06,101.52661782159338
2003-10-07,101.15565159580028
2003-10-08,101.48433902684057
2003-10-09,103.44594503665301
2003-10-10,103.90964254520433
2003-10-13,105.73190019282416
2003-10-14,105.0891222052306
2003-10-15,105.41532093306661
2003-10-16,105.88187975787858
2003-10-17,105.92861021116597
2003-10-20,106.04651687852675
2003-10-21,105.58148248917163
2003-10-22,104.3887803613339
2003-10-23,102.29063305470042
2003-10-24,101.98252893665367
2003-10-27,102.50801908272616
2003-10-28,104.83990254117933
2003-10-29,105.24217789631712
2003-10-30,105.57008816789525
2003-10-31,105.93260491712547
2003-11-03,109.01971933502055
2003-11-04,109.26696113001317
2003-11-05,109.44011442419198
2003-11-06,108.98924491053116
2003-11-07,109.30979919212697
2003-11-10,108.39205678501656
2003-11-11,107.05443173738927
2003-11-12,106.77841193406259
2003-11-13,107.44829369761396
2003-11-14,106.88954166811955
2003-11-17,104.83979859262988
2003-11-18,104.0317726978883
2003-11-19,102.1326867257754
2003-11-20,101.40041969295734
2003-11-21,101.92961390947319
2003-11-24,102.60939363771608
2003-11-25,103.57421729621714
2003-11-26,103.413338442728
2003-11-27,103.55408843246204
2003-11-28,103.98378206243295
2003-12-01,106.20503961124601
2003-12-02,105.47580809371735
2003-12-03,105.5257413877099
2003-12-04,105.32448641879536
2003-12-05,104.25815162374357
2003-12-08,103.39598779930152
2003-12-09,104.61799368498993
2003-12-10,103.98229448066745
2003-12-11,105.21921648319942
2003-12-12,104.92254203278057
2003-12-15,105.4573006003576
2003-12-16,104.16918833497391
2003-12-17,102.86845991127839
2003-12-18,103.86045282883872
2003-12-19,104.51728860458198
2003-12-22,104.63103176079017
2003-12-23,104.661775886738
2003-12-24,104.78984924607107
2003-12-25,104.80352791569744
2003-12-26,105.07201173908219
2003-12-29,105.49971251722374
2003-12-30,106.399334043289
2003-12-31,105.97458576878776
2004-01-01,106.06109856588319
2004-01-02,108.13043432163117
2004-01-05,110.20283017300036
2004-01-06,109.22981025097073
2004-01-07,109.43215964069215
2004-01-08,109.66550273508695
2004-01-09,110.0762375323662
2004-01-12,110.2823910704381
2004-01-13,110.54337758093243
2004-01-14,110.59087147309846
2004-01-15,110.0077873277476
2004-01-16,111.98359511446544
2004-01-19,113.03824493886995
2004-01-20,112.41161075436747
2004-01-21,111.53916111113163
2004-01-22,110.86578760085574
2004-01-23,111.61067938573787
2004-01-26,113.14620827945808
2004-01-27,113.11777798181599
2004-01-28,112.68739623961736
2004-01-29,112.30870857331617
2004-01-30,111.35657167300195
2004-02-02,111.09622051660011
2004-02-03,110.20006720468369
2004-02-04,110.1605137480751
2004-02-05,108.94300822375563
2004-02-06,109.50467040432817
2004-02-09,111.71397564315507
2004-02-10,111.81938788523166
2004-02-11,112.72757244891176
2004-02-12,112.62757134103309
2004-02-13,113.60578220585217
2004-02-16,113.56637172484315
2004-02-17,114.20327920294075
2004-02-18,114.04661781312744
2004-02-19,114.28509130779481
2004-02-20,114.5178703434254
2004-02-23,114.1226395455853
2004-02-24,112.4371903863023
2004-02-25,113.70099198886338
2004-02-26,115.23676565600093
2004-02-27,116.4449185592844
2004-03-01,118.09759710700577
2004-03-02,120.28491803253787
2004-03-03,120.46208003841708
2004-03-04,120.69502904632935
2004-03-05,119.11942587029546
2004-03-08,119.35033380612194
2004-03-09,118.57569757880894
2004-03-10,118.16059458623513
2004-03-11,116.17889145741836
2004-03-12,116.12622260602919
2004-03-15,115.18955908441606
2004-03-16,114.17596105445169
2004-03-17,116.94358930418944
2004-03-18,116.35944210191701
2004-03-19,117.27326625025765
2004-03-22,114.90460886019791
2004-03-23,114.84147334853843
2004-03-24,115.83791447148327
2004-03-25,115.54820639976673
2004-03-26,117.1056501274032
2004-03-29,118.19751803395809
2004-03-30,118.83772774150289
2004-03-31,119.20501143750698
2004-04-01,119.28552473798925
2004-04-02,121.86053359675692
2004-04-05,124.1394879498087
2004-04-06,124.33040147413398
2004-04-07,123.66413370569254
2004-04-08,124.58440271240856
2004-04-09,124.08792756998662
2004-04-12,125.28739724480111
2004-04-13,126.26690821420041
2004-04-14,124.34888072396706
2004-04-15,123.30152412407705
2004-04-16,122.01680963710155
2004-04-19,121.85945032481997
2004-04-20,123.16914998500782
2004-04-21,122.31029359696649
2004-04-22,121.36775286033065
2004-04-23,123.1667352165797
2004-04-26,121.88004515917274
2004-04-27,120.61337541241747
2004-04-28,119.12582442544947
2004-04-29,114.75136035192837
2004-04-30,112.19663329608414
2004-05-03,112.36559456381556
2004-05-04,112.8669478703209
2004-05-05,112.15271599714835
2004-05-06,110.77252392947359
2004-05-07,111.02456073727404
2004-05-10,106.2434229458437
2004-05-11,107.48050492420896
2004-05-12,108.20264430613958
2004-05-13,107.49402823644546
2004-05-14,105.3350423652375
2004-05-17,100.7301602890012
2004-05-18,102.80189727358582
2004-05-19,106.44923433801048
2004-05-20,106.07371348634487
2004-05-21,106.60280826930861
2004-05-24,108.07392730287226
2004-05-25,106.64038778674217
2004-05-26,107.68570688887273
2004-05-27,107.93460981507849
2004-05-28,108.65071508379532
2004-05-31,107.94143149547743
2004-06-01,107.95584482811714
2004-06-02,107.09617537378192
2004-06-03,104.9127934139346
2004-06-04,105.47751348505605
2004-06-07,107.9756154876063
2004-06-08,108.32828041789504
2004-06-09,108.82401627983865
2004-06-10,107.92031604770244
2004-06-11,106.76813053431853
2004-06-14,104.34888643916922
2004-06-15,105.15290566059294
2004-06-16,105.72767823823241
2004-06-17,106.48112997894674
2004-06-18,105.29026988165805
2004-06-21,106.11742101112176
2004-06-22,105.70076444877742
2004-06-23,106.39960581589087
2004-06-24,107.54281638928144
2004-06-25,108.75840924754606
2004-06-28,107.70154834740781
2004-06-29,108.2186108538955
2004-06-30,108.80245591722345
2004-07-01,109.14615709283885
2004-07-02,107.10634817249866
2004-07-05,107.25022867240925
2004-07-06,107.20373513725238
2004-07-07,107.08384196466851
2004-07-08,105.55207818013939
2004-07-09,106.19608432738652
2004-07-12,106.24830923185418
2004-07-13,107.06072440976702
2004-07-14,105.51689087116459
2004-07-15,105.2778668556114
2004-07-16,105.59722759932436
2004-07-19,106.27242876220905
2004-07-20,105.73342811234075
2004-07-21,107.48171850452113
2004-07-22,105.99740275898962
2004-07-23,106.73412577685632
2004-07-26,105.71309282377823
